Company,Car_name,Model_year,History,Kilometers,Registered in,Owner,Transmission,Registration,State,Fuel_Type,Mileage,Fuel_capacity,Seating_capacity,City,Price
Renault,Kwid RXT Opt,2016,Non-Accidental,43315,16-Mar,2nd Owner,MANUAL,TN-01,TN,Petrol,23,28,5,Chennai,413999
Ford,Ecosport 1.5 TITANIUM TI VCT,2018,Non-Accidental,29400,18-Jul,1st Owner,MANUAL,TN-02,TN,Petrol,17,52,5,Chennai,830399
Hyundai,NEW SANTRO SPORTZ 1.1,2019,Non-Accidental,28282,19-Aug,1st Owner,MANUAL,TN-99,TN,Petrol,20.3,35,5,Chennai,540299
Maruti,Ciaz ALPHA 1.4 VVT AMT,2018,Non-Accidental,64327,18-Apr,1st Owner,AUTOMATIC,TN-10,TN,Petrol,19.1,43,5,Chennai,827399
Hyundai,NEW SANTRO ASTA 1.1 MT,2018,Non-Accidental,8440,18-Nov,1st Owner,MANUAL,TN-06,TN,Petrol,20.3,35,5,Chennai,557399
Hyundai,NEW SANTRO 1.1 SPORTS AMT,2019,Non-Accidental,30097,19-Dec,1st Owner,AUTOMATIC,TN-14,TN,Petrol,20,35,5,Chennai,560699
Hyundai,Creta 1.6 SX PLUS DIESEL,2018,Non-Accidental,59041,18-Feb,1st Owner,MANUAL,TN-09,TN,Diesel,null,60,5,Chennai,1183999
Maruti,Ciaz ALPHA 1.5 AT SHVS,2021,Non-Accidental,80243,21-Feb,1st Owner,AUTOMATIC,TN-07,TN,Petrol,15.1,70,7,Chennai,1019499
Maruti,Alto 800 LXI,2016,Non-Accidental,41150,16-Feb,1st Owner,MANUAL,TN-19,TN,Petrol,24.7,35,5,Chennai,304899
Hyundai,Grand i10 SPORTZ 1.1 CRDI,2014,Non-Accidental,88012,14-Jan,2nd Owner,MANUAL,TN-01,TN,Diesel,24,43,5,Chennai,363299
Hyundai,Eon ERA PLUS,2018,Non-Accidental,14539,18-Aug,2nd Owner,MANUAL,TN-04,TN,Petrol,21.1,32,5,Chennai,353399
Maruti,Eeco 5 STR WITH AC PLUSHTR,2019,Non-Accidental,38513,19-Apr,1st Owner,MANUAL,TN-13,TN,Petrol,16.2,40,5,Chennai,433699
Ford,Figo Aspire 1.2 TITANIUM PETROL,2019,Non-Accidental,23290,19-May,1st Owner,MANUAL,TN-14,TN,Petrol,18.5,42,5,Chennai,660599
Honda,City V MT PETROL,2017,Non-Accidental,28342,17-Feb,1st Owner,MANUAL,TN-07,TN,Petrol,18,40,5,Chennai,871099
Maruti,Baleno DELTA 1.2 K12,2019,Non-Accidental,21539,19-Jul,2nd Owner,MANUAL,TN-13,TN,Petrol,21.4,37,5,Chennai,701399
null,#VALUE!,null,null,n,null,null,null,null,nu,null,25.5,40,5,Chennai,ll
Maruti,Eeco 5 STR WITH AC PLUSHTR,2018,Non-Accidental,49889,18-Apr,1st Owner,MANUAL,TN-16,TN,Petrol,16.2,40,5,Chennai,410199
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,2016,Non-Accidental,20330,16-Mar,2nd Owner,MANUAL,TN-12,TN,Petrol,18.9,43,5,Chennai,514399
Renault,Duster RXL AMT 110 PS,2016,Non-Accidental,88082,16-Nov,1st Owner,AUTOMATIC,TN-09,TN,Diesel,19.6,50,5,Chennai,810399
Honda,WR-V 1.2 i-VTEC VX MT,2021,Non-Accidental,23795,21-Feb,1st Owner,MANUAL,TN-14,TN,Petrol,null,null,null,Chennai,1080599
Maruti,Eeco 5 STR WITH AC PLUSHTR,2018,Non-Accidental,41423,18-Oct,1st Owner,MANUAL,TN-03,TN,Petrol,16.2,40,5,Chennai,471199
Ford,Ecosport 1.0 ECOBOOST TITANIUM SPORTS(SUNROOF),2019,Non-Accidental,29221,19-Oct,1st Owner,MANUAL,TN-02,TN,Petrol,28.1,43,5,Chennai,1025499
Hyundai,VENUE SX(O) CRDi,2019,Non-Accidental,85235,19-Aug,2nd Owner,MANUAL,TN-09,TN,Diesel,23.4,45,5,Chennai,965999
Maruti,Baleno DELTA 1.2 K12,2019,Non-Accidental,21257,19-Sep,2nd Owner,MANUAL,TN-14,TN,Petrol,21.4,37,5,Chennai,701399
Hyundai,NEW SANTRO ASTA 1.1 MT,2019,Non-Accidental,16736,19-May,2nd Owner,MANUAL,TN-02,TN,Petrol,20.3,35,5,Chennai,538999
Maruti,Alto 800 LXI OPT,2017,Non-Accidental,32921,17-Feb,2nd Owner,MANUAL,TN-19,TN,Petrol,24.7,35,5,Chennai,325499
Jeep,Compass 2.0 LONGITUDE,2017,Non-Accidental,68571,17-Oct,1st Owner,MANUAL,TN-02,TN,Diesel,17.1,60,5,Chennai,1179399
Hyundai,NEW SANTRO 1.1 SPORTS AMT,2018,Non-Accidental,10647,18-Nov,1st Owner,AUTOMATIC,TN-06,TN,Petrol,20.3,35,5,Chennai,570799
Mahindra,KUV 100 NXT K8 6 STR,2020,Non-Accidental,18626,20-Dec,1st Owner,MANUAL,TN-22,TN,Petrol,null,null,null,Chennai,725799
Honda,WR-V 1.5 i-DTEC VX MT,2017,Non-Accidental,96631,17-Nov,1st Owner,MANUAL,TN-11,TN,Diesel,25.5,40,5,Chennai,783099
Maruti,Eeco 5 STR WITH AC PLUSHTR,2019,Non-Accidental,28706,19-Jul,1st Owner,MANUAL,TN-31,TN,Petrol,16.2,40,5,Chennai,464399
Maruti,Baleno DELTA 1.2 K12,2018,Non-Accidental,63525,18-Nov,1st Owner,MANUAL,TN-07,TN,Petrol,21.4,37,5,Chennai,611999
Hyundai,Eon MAGNA PLUS,2015,Non-Accidental,78086,15-May,1st Owner,MANUAL,TN-85,TN,Petrol,21.1,32,5,Chennai,null
Honda,Jazz 1.2 ZX MT,2021,Non-Accidental,33188,21-Jan,1st Owner,MANUAL,TN-48,TN,Petrol,17.1,40,5,Chennai,888549
Toyota,Glanza V MT PETROL,2021,Non-Accidental,85945,21-Apr,1st Owner,NA,TN-04,TN,Petrol,22.9,37,5,Chennai,952899
Maruti,Dzire VXI,2017,Non-Accidental,41322,17-Aug,2nd Owner,MANUAL,TN-13,TN,Petrol,21.2,37,5,Chennai,590799
Hyundai,Eon SPORTZ,2015,Non-Accidental,66343,15-Jun,1st Owner,MANUAL,TN-13,TN,Petrol,21.1,32,5,Chennai,338099
Mahindra,XUV 3OO W8 (O) AT,2022,Non-Accidental,20094,22-Feb,1st Owner,NA,TN-14,TN,Petrol,null,null,null,Chennai,1267299
Hyundai,NEW SANTRO SPORTZ 1.1,2021,Non-Accidental,8832,21-Jan,1st Owner,MANUAL,TN-02,TN,Petrol,20.3,35,5,Chennai,553999
Honda,Jazz 1.2 SV MT,2018,Non-Accidental,71845,18-Mar,1st Owner,MANUAL,TN-22,TN,Petrol,18.7,40,5,Chennai,610499
Maruti,Eeco 5 STR WITH AC PLUSHTR,2021,Non-Accidental,7973,21-Feb,1st Owner,MANUAL,TN-18,TN,Petrol,16.1,40,5,Chennai,494799
Hyundai,Elite i20 ASTA 1.2 (O),2016,Non-Accidental,44870,16-Oct,1st Owner,MANUAL,TN-85,TN,Petrol,18.6,45,5,Chennai,666899
Hyundai,Elite i20 1.2 SPORTS PLUS VTVT,2019,Non-Accidental,58325,19-Apr,1st Owner,MANUAL,TN-97,TN,Petrol,19.8,40,5,Chennai,685799
Hyundai,Elite i20 SPORTZ 1.2,2015,Non-Accidental,52072,15-Feb,1st Owner,MANUAL,TN-06,TN,Petrol,18.6,45,5,Chennai,547299
Maruti,Alto K10 VXI (O) AMT,2016,Non-Accidental,14879,16-Sep,1st Owner,AUTOMATIC,TN-02,TN,Petrol,24.1,35,5,Chennai,410599
Maruti,Baleno DELTA 1.2 K12,2019,Non-Accidental,12561,19-Mar,1st Owner,MANUAL,TN-06,TN,Petrol,21.4,37,5,Chennai,701399
Renault,Kwid 1.0 CLIMBER OPT AMT,2019,Non-Accidental,14698,19-Aug,1st Owner,AUTOMATIC,TN-02,TN,Petrol,22,28,5,Chennai,544199
Maruti,S Cross SIGMA 1.3,2016,Non-Accidental,82344,16-Dec,2nd Owner,MANUAL,TN-10,TN,Diesel,null,null,null,Chennai,628399
Maruti,Dzire VXI,2017,Non-Accidental,73162,17-Oct,1st Owner,MANUAL,TN-10,TN,Petrol,21.2,37,5,Chennai,615499
Hyundai,Eon MAGNA PLUS,2016,Non-Accidental,58166,16-Mar,1st Owner,MANUAL,TN-01,TN,Petrol,21.1,32,5,Chennai,343099
Hyundai,Elite i20 Magna Executive Diesel,2018,Non-Accidental,81982,18-Apr,1st Owner,MANUAL,TN-11,TN,Diesel,22.5,45,5,Chennai,679299
Hyundai,Grand i10 Magna 1.2 AT  VTVT,2016,Non-Accidental,19306,16-Dec,1st Owner,AUTOMATIC,TN-07,TN,Petrol,18.9,43,5,Chennai,516899
Tata,Tiago XZ 1.2 REVOTRON,2018,Non-Accidental,48036,18-Mar,2nd Owner,MANUAL,TN-10,TN,Petrol,23.8,35,5,Chennai,512199
Maruti,Vitara Brezza ZDI AMT,2019,Non-Accidental,69880,19-Apr,1st Owner,AUTOMATIC,TN-18,TN,Diesel,24.3,48,5,Chennai,933299
Honda,Amaze 1.2 SMT I VTEC,2017,Non-Accidental,44884,17-Jul,3rd Owner,MANUAL,TN-04,TN,Petrol,23.7,48,5,Chennai,531599
Hyundai,Elite i20 Magna Executive 1.2,2018,Non-Accidental,23261,18-Apr,1st Owner,MANUAL,TN-06,TN,Petrol,19.8,40,5,Chennai,654099
Tata,Hexa Varicor 400 XT,2019,Non-Accidental,34664,19-Feb,1st Owner,MANUAL,TN-02,TN,Diesel,17.6,60,7,Chennai,1606599
Maruti,Ciaz ALPHA 1.3 DDIS SHVS,2017,Non-Accidental,71524,17-May,1st Owner,MANUAL,TN-22,TN,Diesel,null,43,5,Chennai,786099
Honda,Brio 1.2 S MT I VTEC,2017,Non-Accidental,54355,17-Jul,1st Owner,MANUAL,TN-04,TN,Petrol,20,43,5,Chennai,null
Maruti,Vitara Brezza ZDI,2017,Non-Accidental,65693,17-Dec,2nd Owner,MANUAL,TN-93,TN,Diesel,24.3,48,5,Chennai,738199
Maruti,Celerio X Zxi,2019,Non-Accidental,50411,19-May,1st Owner,MANUAL,TN-91,TN,Petrol,23.1,35,5,Chennai,477999
Ford,Ecosport 1.5 TDCI TITANIUM PLUS,2017,Non-Accidental,45723,17-Apr,1st Owner,MANUAL,TN-02,TN,Diesel,23,52,5,Chennai,808699
Maruti,Eeco 5 STR WITH AC PLUSHTR,2018,Non-Accidental,12584,18-Oct,1st Owner,MANUAL,TN-12,TN,Petrol,16.2,40,5,Chennai,419599
Maruti,Eeco 5 STR WITH AC PLUSHTR,2019,Non-Accidental,33657,19-Jun,1st Owner,MANUAL,TN-20,TN,Petrol,16.2,40,5,Chennai,429899
Hyundai,i20 Active 1.2 SX,2016,Non-Accidental,40612,16-Nov,1st Owner,MANUAL,TN-11,TN,Petrol,17.2,45,5,Chennai,653799
Maruti,Dzire ZXI Plus,2020,Non-Accidental,25037,20-Nov,1st Owner,MANUAL,TN-79,TN,Petrol,21.2,37,5,Chennai,832799
Maruti,Eeco 5 STR WITH AC PLUSHTR,2019,Non-Accidental,25995,19-Jun,1st Owner,MANUAL,TN-14,TN,Petrol,16.2,40,5,Chennai,439699
Honda,City VX MT PETROL,2019,Non-Accidental,58303,19-Apr,1st Owner,MANUAL,TN-12,TN,Petrol,17.4,40,5,Chennai,1019599
Kia,SELTOS 1.5 GTX+ AT,2020,Non-Accidental,58241,20-Mar,1st Owner,AUTOMATIC,TN-09,TN,Diesel,18,50,5,Chennai,1575799
Skoda,Rapid 1.0 AMBITION TSI AT,2020,Non-Accidental,38521,20-Oct,1st Owner,AUTOMATIC,TN-22,TN,Petrol,16.2,55,5,Chennai,1148099
Hyundai,Elite i20 ASTA 1.2 (O),2018,Non-Accidental,97486,18-May,1st Owner,MANUAL,TN-02,TN,Petrol,19.8,40,5,Chennai,661499
Hyundai,Verna 1.6 SX VTVT,2018,Non-Accidental,77776,18-Jul,1st Owner,MANUAL,TN-12,TN,Petrol,17.4,45,5,Chennai,876699
Hyundai,NEW SANTRO 1.1 MAGNA MT,2019,Non-Accidental,7277,19-Mar,1st Owner,MANUAL,TN-07,TN,Petrol,20.3,35,5,Chennai,571299
Tata,Tiago XZ 1.2 REVOTRON,2018,Non-Accidental,21562,18-Jun,2nd Owner,MANUAL,TN-85,TN,Petrol,23.8,35,5,Chennai,544099
Maruti,Swift VXI,2017,Non-Accidental,54754,17-May,2nd Owner,MANUAL,TN-20,TN,Petrol,20.4,42,5,Chennai,562399
Renault,TRIBER 1.0 RXZ,2020,Non-Accidental,59044,20-Jan,1st Owner,MANUAL,TN-14,TN,Petrol,20,40,7,Chennai,675999
Hyundai,Elite i20 MAGNA 1.2,2017,Non-Accidental,37453,17-Apr,1st Owner,MANUAL,TN-14,TN,Petrol,18.6,45,5,Chennai,614199
Maruti,Celerio ZXI OPT AMT,2017,Non-Accidental,97715,17-Mar,2nd Owner,AUTOMATIC,TN-01,TN,Petrol,23.1,35,5,Chennai,448299
Hyundai,VENUE S MT 1.2 KAPPA,2020,Non-Accidental,72807,20-Oct,1st Owner,MANUAL,TN-12,TN,Petrol,17.5,45,5,Chennai,792999
Ford,New Figo 1.2 TITANIUM,2019,Non-Accidental,23027,19-Sep,1st Owner,MANUAL,TN-09,TN,Petrol,18.5,42,5,Chennai,600299
Tata,Tiago XT 1.2 REVOTRON,2018,Non-Accidental,44296,18-Jun,2nd Owner,MANUAL,TN-91,TN,Petrol,27.3,35,5,Chennai,472299
Hyundai,GRAND I10 NIOS SPORTZ 1.2 CRDI MT,2020,Non-Accidental,30477,20-Nov,1st Owner,NA,TN-06,TN,Diesel,null,null,null,Chennai,789099
Tata,NEXON XMA SUNROOF 1.2 RTN,2021,Non-Accidental,8737,21-Feb,1st Owner,AUTOMATIC,TN-10,TN,Petrol,null,null,null,Chennai,1067199
Maruti,OMNI E 8 STR,2017,Non-Accidental,16243,17-Aug,1st Owner,MANUAL,TN-21,TN,Petrol,14,45,5,Chennai,319199
Hyundai,Eon MAGNA PLUS OPTIONAL,2018,Non-Accidental,12874,18-Dec,1st Owner,MANUAL,TN-10,TN,Petrol,null,null,null,Chennai,407299
Hyundai,Elite i20 ASTA 1.2 (O),2019,Non-Accidental,38670,19-Mar,2nd Owner,MANUAL,TN-11,TN,Petrol,19.8,40,5,Chennai,739349
Tata,ALTROZ XE RHYTM,2020,Non-Accidental,17164,20-Jul,2nd Owner,NA,TN-31,TN,Petrol,19.1,37,5,Chennai,627899
Honda,Jazz 1.2 V MT,2019,Non-Accidental,23006,19-Sep,1st Owner,MANUAL,TN-09,TN,Petrol,18.7,40,5,Chennai,693399
Skoda,Rapid Style 1.5 TDI AT,2018,Non-Accidental,81658,18-Jul,1st Owner,AUTOMATIC,TN-01,TN,Diesel,14.2,80,7,Chennai,1061499
Hyundai,Eon ERA PLUS,2016,Non-Accidental,52036,16-Oct,2nd Owner,MANUAL,TN-12,TN,Petrol,21.1,32,5,Chennai,310999
Maruti,Wagon R 1.0 VXI,2016,Non-Accidental,12427,16-Nov,1st Owner,MANUAL,TN-01,TN,Petrol,20.5,35,5,Chennai,459999
Volkswagen,Vento 1.2 TSI HIGHLINE PLUS AT,2019,Non-Accidental,84092,19-Sep,1st Owner,AUTOMATIC,TN-22,TN,Petrol,18.2,55,5,Chennai,null
Hyundai,NEW SANTRO 1.1 SPORTS AMT,2019,Non-Accidental,10437,19-May,1st Owner,AUTOMATIC,TN-05,TN,Petrol,20,35,5,Chennai,598299
Maruti,Swift VXI,2017,Non-Accidental,53789,17-Feb,1st Owner,MANUAL,TN-09,TN,Petrol,20.4,42,5,Chennai,562399
Renault,Kwid RXT 1.0 EASY-R AT OPTION,2019,Non-Accidental,53257,19-Dec,1st Owner,AUTOMATIC,TN-06,TN,Petrol,22,28,5,Chennai,470999
Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT OPT,2013,Non-Accidental,65447,13-Dec,2nd Owner,MANUAL,TN-07,TN,Petrol,18.9,43,5,Chennai,430999
Maruti,Swift VXI,2017,Non-Accidental,57997,17-Mar,1st Owner,MANUAL,TN-09,TN,Petrol,20.4,42,5,Chennai,570199
Renault,Kwid RXT,2016,Non-Accidental,36375,16-Sep,2nd Owner,MANUAL,TN-91,TN,Petrol,25,28,5,Chennai,345299
Hyundai,NEW SANTRO 1.1 SPORTS AMT,2020,Non-Accidental,11043,20-Jul,1st Owner,AUTOMATIC,TN-07,TN,Petrol,20,35,5,Chennai,621699
Maruti,Eeco 5 STR WITH AC PLUSHTR,2018,Non-Accidental,11698,18-Jul,1st Owner,MANUAL,TN-22,TN,Petrol,16.2,40,5,Chennai,432899
Hyundai,NEW SANTRO 1.1 SPORTS AMT,2019,Non-Accidental,7499,19-Mar,1st Owner,AUTOMATIC,TN-12,TN,Petrol,20,35,5,Chennai,598299
Hyundai,i10 MAGNA 1.2 KAPPA2,2013,Non-Accidental,86560,13-May,1st Owner,MANUAL,TN-18,TN,Petrol,20.6,35,5,Chennai,380499
Jeep,Compass LIMITED O 1.4 AT,2018,Non-Accidental,48076,N/A,1st Owner,AUTOMATIC,TN-19,TN,Petrol,14.1,60,5,Chennai,1380599
Maruti,Vitara Brezza ZDI PLUS DUAL TONE,2017,Non-Accidental,56086,17-Dec,1st Owner,MANUAL,TN-09,TN,Diesel,24.3,48,5,Chennai,852299
Hyundai,Elite i20 ASTA 1.2 (O),2016,Non-Accidental,38604,16-Jul,2nd Owner,MANUAL,TN-22,TN,Petrol,18.6,45,5,Chennai,652999
Maruti,Eeco 5 STR WITH AC PLUSHTR,2018,Non-Accidental,12638,18-Oct,1st Owner,MANUAL,TN-11,TN,Petrol,16.2,40,5,Chennai,427899
Maruti,Wagon R 1.0 VXI OPT AMT,2018,Non-Accidental,6662,18-Aug,1st Owner,AUTOMATIC,TN-19,TN,Petrol,20.5,35,5,Chennai,519199
Honda,Amaze 1.2 VXMT I VTEC,2019,Non-Accidental,24072,19-Mar,1st Owner,MANUAL,TN-11,TN,Petrol,19.5,35,5,Chennai,763399
Maruti,Dzire ZXI AMT,2018,Non-Accidental,18105,18-Oct,1st Owner,AUTOMATIC,TN-11,TN,Petrol,21.2,37,5,Chennai,746199
Toyota,YARIS J CVT,2021,Non-Accidental,16583,21-Mar,1st Owner,AUTOMATIC,TN-14,TN,Petrol,15.8,60,5,Chennai,1101999
Maruti,Baleno ZETA 1.2 K12,2016,Non-Accidental,24830,16-Mar,2nd Owner,MANUAL,TN-09,TN,Petrol,21.4,37,5,Chennai,587599
Volkswagen,Vento HIGHLINE PLUS 1.0 TSI AT,2021,Non-Accidental,27160,21-Feb,1st Owner,AUTOMATIC,TN-85,TN,Petrol,null,null,null,Chennai,1194299
Honda,Amaze 1.2 VXMT I VTEC,2019,Non-Accidental,38172,19-Apr,1st Owner,MANUAL,TN-10,TN,Petrol,19.5,35,5,Chennai,755899
Volkswagen,Ameo COMFORTLINE 1.2,2016,Non-Accidental,61496,16-Nov,1st Owner,MANUAL,TN-10,TN,Petrol,17.8,45,5,Chennai,519099
Tata,ALTROZ XZ + 1.2 RTN,2022,Non-Accidental,2853,22-May,1st Owner,NA,TN-85,TN,Petrol,18.5,37,5,Chennai,951999
Hyundai,NEW SANTRO 1.1 SPORTS AMT,2019,Non-Accidental,13222,19-Dec,1st Owner,AUTOMATIC,TN-02,TN,Petrol,20,35,5,Chennai,576899
Maruti,Eeco 5 STR WITH AC PLUSHTR,2017,Non-Accidental,42866,17-Oct,2nd Owner,MANUAL,TN-22,TN,Petrol,15.1,N/A,5,Chennai,419099
Jeep,Compass LIMITED 2.0 4*4,2017,Non-Accidental,47324,17-Oct,1st Owner,MANUAL,TN-14,TN,Diesel,17.1,60,5,Chennai,1563699
Hyundai,Eon ERA PLUS,2015,Non-Accidental,33012,15-Apr,1st Owner,MANUAL,TN-05,TN,Petrol,21.1,32,5,Chennai,314399
Maruti,Celerio VXI AMT,2015,Non-Accidental,46893,15-Mar,1st Owner,AUTOMATIC,TN-45,TN,Petrol,23.1,35,5,Chennai,418899
Maruti,Wagon R Stingray VXI,2014,Non-Accidental,78515,14-Jan,1st Owner,MANUAL,TN-11,TN,Petrol,20.5,35,5,Chennai,342399
Mg,HECTOR SHARP DCT PETROL,2020,Non-Accidental,26019,20-Jun,2nd Owner,AUTOMATIC,TN-14,TN,Petrol,14,60,5,Chennai,1674799
Renault,TRIBER 1.0 RXT,2019,Non-Accidental,38761,19-Dec,1st Owner,MANUAL,TN-11,TN,Petrol,20,40,7,Chennai,616799
Maruti,Alto 800 LXI,2019,Non-Accidental,61268,19-Dec,1st Owner,MANUAL,TN-23,TN,Petrol,24.7,35,5,Chennai,312649
Honda,Amaze 1.2 VX CVT I VTEC,2019,Non-Accidental,39609,19-Jul,1st Owner,AUTOMATIC,TN-06,TN,Petrol,18.3,35,5,Chennai,759099
Maruti,Vitara Brezza ZXI+ AT SHVS,2021,Non-Accidental,6025,21-Dec,1st Owner,AUTOMATIC,TN-02,TN,Petrol,null,null,null,Chennai,1159699
Honda,City ZX MT PETROL,2020,Non-Accidental,9527,20-Mar,2nd Owner,MANUAL,TN-23,TN,Petrol,17.4,40,5,Chennai,1164699
Maruti,Alto 800 LXI,2016,Non-Accidental,59781,16-Jun,2nd Owner,MANUAL,TN-11,TN,Petrol,24.7,35,5,Chennai,281599
Maruti,Alto 800 LXI,2013,Non-Accidental,73282,13-Aug,1st Owner,MANUAL,TN-09,TN,Petrol,22.7,35,5,Chennai,263199
Kia,SELTOS GTX+ 1.4 MT,2020,Non-Accidental,91521,20-Mar,1st Owner,MANUAL,TN-19,TN,Petrol,16.1,50,5,Chennai,1530399
Hyundai,VENUE S MT 1.2 KAPPA,2020,Non-Accidental,27214,20-Feb,1st Owner,MANUAL,TN-09,TN,Petrol,17.5,45,5,Chennai,803899
Hyundai,Elite i20 MAGNA+ VTVT,2019,Non-Accidental,19993,19-Apr,1st Owner,MANUAL,TN-05,TN,Petrol,20,40,5,Chennai,691699
Hyundai,Creta 1.6 SX CRDI,2019,Non-Accidental,60517,19-Aug,1st Owner,MANUAL,TN-11,TN,Diesel,19.7,55,5,Chennai,1254699
Renault,Kwid RXT,2016,Non-Accidental,60983,16-Mar,2nd Owner,MANUAL,TN-05,TN,Petrol,25,28,5,Chennai,334699
Maruti,Eeco 5 STR WITH AC PLUSHTR,2019,Non-Accidental,12539,19-Oct,1st Owner,MANUAL,TN-07,TN,Petrol,16.2,40,5,Chennai,482899
Hyundai,Eon ERA PLUS,2016,Non-Accidental,34890,16-Jul,1st Owner,MANUAL,TN-91,TN,Petrol,21.1,32,5,Chennai,332099
Renault,Kwid 1.0 RXT Opt,2018,Non-Accidental,40397,18-Aug,3rd Owner,MANUAL,TN-07,TN,Petrol,23,28,5,Chennai,387499
Maruti,Alto 800 LXI,2016,Non-Accidental,72917,16-Apr,1st Owner,MANUAL,TN-14,TN,Petrol,24.7,35,5,Chennai,285199
Hyundai,Creta 1.6 E VTVT,2017,Non-Accidental,45886,17-Sep,1st Owner,MANUAL,TN-22,TN,Petrol,null,60,5,Chennai,908499
Maruti,Celerio VXI,2014,Non-Accidental,62854,14-Nov,3rd Owner,MANUAL,TN-14,TN,Petrol,23.1,35,5,Chennai,347699
Honda,City ZX CVT,2020,Non-Accidental,19513,20-Oct,1st Owner,AUTOMATIC,TN-11,TN,Petrol,17.4,40,5,Chennai,1428499
Maruti,Wagon R 1.0 VXI,2013,Non-Accidental,40283,13-Sep,2nd Owner,MANUAL,TN-10,TN,Petrol,15,35,5,Chennai,339899
Maruti,Dzire VXI,2018,Non-Accidental,90784,18-Jun,1st Owner,MANUAL,TN-20,TN,Petrol,21.2,37,5,Chennai,599199
Hyundai,Verna 1.6 SX VTVT,2018,Non-Accidental,37433,18-Nov,1st Owner,MANUAL,TN-04,TN,Petrol,17.4,45,5,Chennai,892299
Ford,Ecosport 1.5 TREND TI VCT,2016,Non-Accidental,54960,16-Dec,2nd Owner,MANUAL,TN-59,TN,Petrol,15.8,52,5,Chennai,623099
Maruti,Wagon R 1.0 VXI,2011,Non-Accidental,62227,11-Nov,1st Owner,MANUAL,TN-22,TN,Petrol,15,35,5,Chennai,307799
Maruti,Dzire ZXI Plus,2019,Non-Accidental,31946,19-Mar,1st Owner,MANUAL,TN-18,TN,Petrol,21.2,37,5,Chennai,715999
Honda,Jazz 1.2 V MT,2016,Non-Accidental,56311,16-Feb,1st Owner,MANUAL,TN-09,TN,Petrol,18.7,40,5,Chennai,569099
Maruti,Ciaz DELTA 1.5 SHVS VVT MT,2020,Non-Accidental,40410,20-Oct,1st Owner,MANUAL,TN-20,TN,Petrol,21.6,43,5,Chennai,867199
Hyundai,VENUE 1.0L Turbo GDI SX(O) MT,2019,Non-Accidental,12730,19-Dec,2nd Owner,MANUAL,TN-02,TN,Petrol,18.2,45,5,Chennai,1086099
Honda,Brio 1.2 S MT I VTEC,2015,Non-Accidental,31054,15-Aug,1st Owner,MANUAL,TN-09,TN,Petrol,19.4,35,5,Chennai,413299
Maruti,New  Wagon-R VXI 1.2L,2019,Non-Accidental,43079,19-Mar,1st Owner,MANUAL,TN-02,TN,Petrol,null,null,null,Chennai,532599
Tata,NEXON XZ+ SUNROOF 1.2 RTN,2021,Non-Accidental,12121,21-May,1st Owner,MANUAL,TN-12,TN,Petrol,null,null,null,Chennai,1103999
Hyundai,Creta SX PETROL MT,2020,Non-Accidental,8158,20-Jan,1st Owner,MANUAL,TN-04,TN,Petrol,15.8,55,5,Chennai,1430499
Maruti,Swift VXI OPT,2018,Non-Accidental,24042,18-Jan,2nd Owner,MANUAL,TN-02,TN,Petrol,20.4,42,5,Chennai,610599
Honda,City V MT PETROL,2018,Non-Accidental,50426,18-Mar,2nd Owner,MANUAL,TN-18,TN,Petrol,17.4,40,5,Chennai,851299
Renault,TRIBER 1.0 RXZ,2019,Non-Accidental,30345,19-Sep,1st Owner,MANUAL,TN-85,TN,Petrol,20,40,7,Chennai,669199
Ford,Ecosport 1.5 TITANIUM TI VCT AT,2015,Non-Accidental,61741,15-Oct,2nd Owner,AUTOMATIC,TN-06,TN,Petrol,15.6,52,5,Chennai,637199
Maruti,Baleno ZETA 1.2 K12,2016,Non-Accidental,33230,16-Jun,1st Owner,MANUAL,TN-10,TN,Petrol,21.4,37,5,Chennai,615099
Maruti,Ciaz 1.4 S,2018,Non-Accidental,54390,18-Feb,1st Owner,NA,TN-85,TN,Petrol,20.7,43,5,Chennai,802399
Hyundai,i10 MAGNA 1.1 IRDE2,2015,Non-Accidental,42653,15-Sep,1st Owner,MANUAL,TN-05,TN,Petrol,19.8,35,5,Chennai,377199
Honda,Brio 1.2 S MT I VTEC,2015,Non-Accidental,63331,15-Nov,2nd Owner,MANUAL,TN-09,TN,Petrol,19.4,35,5,Chennai,406499
Maruti,Baleno ALPHA 1.2 K12,2017,Non-Accidental,27869,17-Jun,2nd Owner,MANUAL,TN-14,TN,Petrol,21.4,37,5,Chennai,639199
Volkswagen,Vento HIGHLINE PETROL,2016,Non-Accidental,89382,16-Jul,2nd Owner,MANUAL,TN-14,TN,Petrol,16.1,55,5,Chennai,638999
Maruti,Alto 800 LXI,2016,Non-Accidental,20631,16-Mar,2nd Owner,MANUAL,TN-05,TN,Petrol,24.7,35,5,Chennai,294899
Ford,Ecosport 1.5 TREND TDCI,2015,Non-Accidental,60128,15-Apr,2nd Owner,MANUAL,TN-18,TN,Diesel,22.7,52,5,Chennai,551999
Maruti,New  Wagon-R ZXI 1.2,2020,Non-Accidental,45672,20-Jul,1st Owner,MANUAL,TN-91,TN,Petrol,20.5,32,5,Chennai,576999
